,FALSE,Короб,СЦ Байсерке,"62,1","18,9","0,11","0,11",,Супербренд+,,,5,FALSE,Пакет,"3,50%"
,FALSE,Короб,Котовск,"64,4","19,6","0,11","0,11",,Супервизуал,,,5,FALSE,Пакет,"3,50%"
,FALSE,Короб,СЦ Пятигорск (Этока),"62,1","18,9","0,11","0,11",,Супербренд,,,5,FALSE,Пакет,"3,40%"
,FALSE,Короб,Новосибирск,"204,7","62,3","0,36","0,36",,Суперконтент,,,2,FALSE,Пакет,"2,30%"
,FALSE,Короб,Владимир Воршинское,"59,8","18,2","0,1","0,1",,Суперновичок,,,5,FALSE,Пакет,"2,25%"
,FALSE,Короб,Волгоград,"50,6","15,4","0,09","0,09",,Суперсвязь,,,4,FALSE,Пакет,"2,00%"
,FALSE,Короб,Екатеринбург - Испытателей 14г,"103,5","31,5","0,18","0,18",,,,,,,,
,FALSE,Короб,Сарапул,"39,1","11,9","0,14","0,14",,,,,,,,
,FALSE,Короб,СЦ Кузнецк,"78,2","23,8","0,14","0,14",,,,,,,,
,FALSE,Короб,СЦ Кемерово,"73,6","22,4","0,13","0,13",,,,,,,,
,FALSE,Короб,СЦ Ереван,"71,3","21,7","0,12","0,12",,,,,,,,
,FALSE,Короб,СЦ Барнаул,"101,2","30,8","0,18","0,18",,,,,,,,
,TRUE,Короб,Тула,"73,6","22,4","0,13","0,13",,,,,,,,
,FALSE,Короб,СЦ Архангельск (ул Ленина),"82,8","25,2","0,14","0,14",,,,,,,,
,FALSE,Короб,СЦ Минск,"89,7","27,3",30.12,"0,16",,,,,,,,
,FALSE,Короб,СЦ Астрахань (Солянка),"71,3","21,7","0,13","0,13",,,,,,,,
,FALSE,Короб,СЦ Киров,"85,1","25,9",30.12,"0,15",,,,,,,,
,FALSE,Короб,СЦ Череповец,69,21,"0,12","0,12",,,,,,,,
,TRUE,Короб,Казань,"101,2","30,8","0,18","0,18",,,,,,,,
,FALSE,Короб,СЦ Нижний Тагил,"96,6","29,4","0,17","0,17",,,,,,,,
,FALSE,Короб,Обухово СГТ,"34,5","10,5","0,06","0,06",,,,,,,,
,FALSE,Короб,СЦ Оренбург Центральная,"89,7","27,3","0,16","0,16",,,,,,,,
,FALSE,Короб,СЦ Воронеж,"80,5","24,5","0,14","0,14",,,,,,,,
,FALSE,Короб,СЦ Актобе,"66,7","20,3","0,12","0,12",,,,,,,,
,FALSE,Короб,СЦ Белогорск,"73,6","22,4","0,13","0,13",,,,,,,,
,TRUE,Короб,Санкт-Петербург (Уткина Заводь),138,42,"0,24","0,24",,,,,,,,
,FALSE,Короб,Голицыно СГТ,"34,5","10,5","0,06","0,06",,,,,,,,
,FALSE,Короб,СЦ Софьино,"73,6","22,4","0,13","0,13",,,,,,,,
,FALSE,Короб,СЦ Новокузнецк,"82,8","25,2","0,14","0,14",,,,,,,,
,FALSE,Короб,СЦ Сабурово,"59,8","18,2","0,1","0,1",,,,,,,,
,FALSE,Короб,СЦ Внуково,"80,5","24,5","0,14","0,14",,,,,,,,
,FALSE,Короб,Астана 2,"66,7","20,3","0,12","0,12",,,,,,,,
,FALSE,Короб,"Чехов 2, Новоселки вл 11 стр 7","94,3","28,7","0,16","0,16",,,,,,,,
,FALSE,Короб,СЦ Симферополь Молодежненское,"66,7","20,3","0,12","0,12",,,,,,,,
,FALSE,Короб,Щербинка,92,28,"0,16","0,16",,,,,,,,
,FALSE,Короб,СЦ Ярославль Громова,"73,6","22,4","0,13","0,13",,,,,,,,
,FALSE,Короб,Склад Шушары,"101,2","30,8","0,18","0,18",,,,,,,,
,FALSE,Короб,СЦ Псков,"82,8","25,2","0,14","0,14",,,,,,,,
,FALSE,Короб,Пенза,46,14,"0,08","0,08",,,,,,,,
,FALSE,Короб,"Чехов 1, Новоселки вл 11 стр 2","94,3","28,7","0,16","0,16",,,,,,,,
,FALSE,Короб,СЦ Калуга,"78,2","23,8","0,14","0,14",,,,,,,,
,FALSE,Короб,СЦ Сыктывкар,92,28,"0,16","0,16",,,,,,,,
,FALSE,Короб,СЦ Тамбов,"59,8","18,2","0,1","0,1",,,,,,,,
,FALSE,Короб,Софьино СГТ,"43,7","13,3","0,08","0,08",,,,,,,,
,FALSE,Короб,СЦ Шымкент Асар,"66,7","20,3","0,12","0,12",,,,,,,,
,FALSE,Короб,Невинномысск,"48,3","14,7","0,08","0,08",,,,,,,,
,FALSE,Короб,СЦ Пушкино,69,21,"0,12","0,12",,,,,,,,
,FALSE,Короб,СЦ Тюмень,"87,4","26,6","0,15","0,15",,,,,,,,
,FALSE,Короб,Подольск,92,28,"0,16","0,16",,,,,,,,
,FALSE,Моно,СЦ Пушкино,"94,3","28,7","51,25",,,,,,,,,
,TRUE,Моно,Коледино,92,28,"53,75",,,,,,,,,
,FALSE,Моно,Подольск 3,"78,2","23,8","42,5",,,,,,,,,
,FALSE,Моно,СЦ Ижевск,"87,4","26,6","47,5",,,,,,,,,
,FALSE,Моно,СЦ Иваново,"62,1","18,9","33,75",,,,,,,,,
,TRUE,Моно,СЦ Хабаровск,"39,1","11,9","21,25",,,,,,,,,
,FALSE,Моно,СЦ Ярославль Громова,"78,2","23,8","41,25",,,,,,,,,
,FALSE,Моно,Белые Столбы,"96,6","29,4","52,5",,,,,,,,,
,FALSE,Моно,Алматы Атакент,"32,2","9,8","17,5",,,,,,,,,
,FALSE,Моно,Радумля СГТ,46,14,25,,,,,,,,,
,FALSE,Моно,СЦ Крыловская,"103,5","31,5","56,25",,,,,,,,,
,FALSE,Моно,Обухово,"78,2","23,8","42,5",,,,,,,,,
,FALSE,Моно,СЦ Белая Дача,"57,5","17,5","31,25",,,,,,,,,
,FALSE,Моно,СЦ Вологда 2,"82,8","25,2",45,,,,,,,,,
,FALSE,Моно,Склад Шушары,138,42,75,,,,,,,,,
,FALSE,Моно,Екатеринбург - Перспективный 12/2,"103,5","31,5","56,25",,,,,,,,,
,TRUE,Моно,Краснодар (Тихорецкая),"75,9","23,1","41,25",,,,,,,,,
,FALSE,Моно,Подольск 4,161,49,"87,5",,,,,,,,,
,FALSE,Моно,Рязань (Тюшевское),46,14,45,,,,,,,,,
,TRUE,Моно,Тула,"73,6","22,4",65,,,,,,,,,
,FALSE,Моно,Новосемейкино,92,28,50,,,,,,,,,
,FALSE,Моно,Воронеж,"73,6","22,4",40,,,,,,,,,
,FALSE,Моно,Котовск,"71,3","21,7","48,75",,,,,,,,,
,TRUE,Моно,Электросталь,"78,2","23,8","41,25",,,,,,,,,
,FALSE,Моно,Владимир Воршинское,"96,6","29,4","52,5",,,,,,,,,
,FALSE,Моно,СЦ Байсерке,"32,2","9,8","17,5",,,,,,,,,
,FALSE,Моно,Волгоград,"50,6","15,4","27,5",,,,,,,,,
,FALSE,Моно,Сарапул,"96,6","29,4","52,5",,,,,,,,,
,FALSE,Моно,СЦ Кузнецк,"75,9","23,1","41,25",,,,,,,,,
,FALSE,Моно,СЦ Барнаул,"96,6","29,4","52,5",,,,,,,,,
,FALSE,Моно,Кузнецк СГТ,46,14,25,,,,,,,,,
,FALSE,Моно,СЦ Минск,"89,7","27,3","48,75",,,,,,,,,
,TRUE,Моно,Санкт-Петербург (Уткина Заводь),115,35,"62,5",,,,,,,,,
,FALSE,Моно,СЦ Шушары,"105,8","32,2","57,5",,,,,,,,,
,FALSE,Моно,Обухово СГТ,46,14,25,,,,,,,,,
,FALSE,Моно,СЦ Обухово 2,"78,2","23,8","42,5",,,,,,,,,
,FALSE,Моно,СЦ Актобе,"27,6","8,4",15,,,,,,,,,
,FALSE,Моно,Голицыно СГТ,46,14,25,,,,,,,,,
,FALSE,Моно,Чашниково,115,35,"62,5",,,,,,,,,
,FALSE,Моно,Астана 2,"41,4","12,6","22,5",,,,,,,,,
,FALSE,Моно,Склад Владивосток,"101,2","30,8",55,,,,,,,,,
,FALSE,Моно,Щербинка,"98,9","30,1","53,75",,,,,,,,,
,FALSE,Моно,"Чехов 1, Новоселки вл 11 стр 2","94,3","28,7","51,25",,,,,,,,,
,FALSE,Моно,"Чехов 2, Новоселки вл 11 стр 7","94,3","28,7","51,25",,,,,,,,,
,TRUE,Моно,Казань,"110,4","33,6",65,,,,,,,,,
,FALSE,Моно,Ярославль СГТ,46,14,25,,,,,,,,,
,FALSE,Моно,Склад Истра,92,28,50,,,,,,,,,
,FALSE,Моно,Ташкент 1,46,14,25,,,,,,,,,
,FALSE,Моно,Санкт-Петербург СГТ,46,14,25,,,,,,,,,
,FALSE,Моно,Пенза,46,14,25,,,,,,,,,
,FALSE,Моно,Софьино СГТ,46,14,25,,,,,,,,,
,FALSE,Моно,Софрино СГТ,46,14,25,,,,,,,,,
,FALSE,Моно,Новосибирск СГТ,46,14,25,,,,,,,,,
,FALSE,Моно,Челябинск СГТ,46,14,25,,,,,,,,,
,FALSE,Моно,Нижний Тагил: Индустриальная СГТ,46,14,25,,,,,,,,,
,FALSE,Моно,Коледино: Горючее,92,28,"53,75",,,,,,,,,
,FALSE,Моно,Невинномысск,"52,9","16,1","43,75",,,,,,,,,
,FALSE,Моно,Пенза СГТ,46,14,25,,,,,,,,,
,FALSE,Короб,FBS: Коледино,"89,7","27,3",,,,,,,,,,
,FALSE,Короб,FBS: Подольск,"89,7","27,3",,,,,,,,,,
,FALSE,Короб,FBS: Электросталь,"73,6","22,4",,,,,,,,,,
,FALSE,Короб,FBS: Тула,69,21,,,,,,,,,,
,FALSE,Короб,FBS: Чехов 2,"89,7","27,3",,,,,,,,,,
,FALSE,Короб,FBS: Белая дача,"89,7","27,3",,,,,,,,,,
,FALSE,Короб,FBS: Белые Столбы,"89,7","27,3",,,,,,,,,,
,FALSE,Короб,FBS: Обухово,"73,6","22,4",,,,,,,,,,
,FALSE,Короб,FBS: Радумля СГТ,"43,7","13,3",,,,,,,,,,
,FALSE,Короб,FBS: Рязань (Тюшевское),"55,2","16,8",,,,,,,,,,
,FALSE,Короб,FBS: Котовск,69,21,,,,,,,,,,
,FALSE,Короб,FBS: Обухово СГТ,"34,5","10,5",,,,,,,,,,
,FALSE,Короб,FBS: Голицыно СГТ,"34,5","10,5",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Центральный федеральный округ СГТ,"34,5","10,5",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Центральный федеральный округ,"75,9","23,1",,,,,,,,,,
,FALSE,Короб,FBS: Владимир,"64,4","19,6",,,,,,,,,,
,FALSE,Короб,FBS: Софрино СГТ,"43,7","13,3",,,,,,,,,,
,FALSE,Короб,FBS: Ярославль СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Воронеж,"73,6","22,4",,,,,,,,,,
,FALSE,Короб,FBS: Софьино СГТ,"43,7","13,3",,,,,,,,,,
,FALSE,Короб,FBS: Санкт-Петербург Уткина Заводь,"101,2","30,8",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Северо-Западный федеральный округ СГТ,"48,3","14,7",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Северо-Западный федеральный округ,92,28,,,,,,,,,,
,FALSE,Короб,FBS: Санкт-Петербург СГТ,"48,3","14,7",,,,,,,,,,
,FALSE,Короб,FBS: Краснодар,"73,6","22,4",,,,,,,,,,
,FALSE,Короб,FBS: Волгоград,"50,6","15,4",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Южный федеральный округ СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Южный федеральный округ,"73,6","22,4",,,,,,,,,,
,FALSE,Короб,FBS: Невинномысск,"59,8","18,2",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Северо-Кавказский федеральный округ СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Северо-Кавказский федеральный округ,"59,8","18,2",,,,,,,,,,
,FALSE,Короб,FBS: Казань,"101,2","30,8",,,,,,,,,,
,FALSE,Короб,FBS: Самара (Новосемейкино),92,28,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Приволжский федеральный округ СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Приволжский федеральный округ,92,28,,,,,,,,,,
,FALSE,Короб,FBS: Сарапул,"96,6","29,4",,,,,,,,,,
,FALSE,Короб,FBS: Кузнецк СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Екатеринбург - Испытателей 14г,"101,2","30,8",,,,,,,,,,
,FALSE,Короб,FBS: Екатеринбург - Перспективный 12,"103,5","31,5",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Уральский федеральный округ СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Уральский федеральный округ,92,28,,,,,,,,,,
,FALSE,Короб,FBS: Челябинск СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Новосибирск,"101,2","30,8",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Сибирский федеральный округ СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Сибирский федеральный округ,92,28,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Дальневосточный федеральный округ СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Дальневосточный федеральный округ,"71,3","21,7",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Армения СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: СЦ Ереван,"71,3","21,7",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Беларусь СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Беларусь,"71,3","21,7",,,,,,,,,,
,FALSE,Короб,FBS: Атакент,"62,1","18,9",,,,,,,,,,
,FALSE,Короб,FBS: Астана Карагандинское шоссе,"66,7","20,3",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Казахстан СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Казахстан,"66,7","20,3",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Кыргызстан СГТ,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Кыргызстан,"71,3","21,7",,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Узбекистан,"71,3","21,7",,,,,,,,,,
,FALSE,Короб,FBS: Ташкент,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Грузия,46,14,,,,,,,,,,
,FALSE,Короб,FBS: Маркетплейс: Грузия СГТ,46,14,,,,,,,,,,
